tissue,tf,plus,minus,unknown,total,score,imputed
PERIPHERALBLOOD,HIC2,33,20,0,53,0.24528301886792453,False
PERIPHERALBLOOD,NKX6-2,6,23,0,29,-0.5862068965517241,False
PERIPHERALBLOOD,ZNF354C,22,18,0,40,0.1,False
PERIPHERALBLOOD,HOXA7,6,19,0,25,-0.52,False
PERIPHERALBLOOD,HOXA6,9,16,0,25,-0.28,False
PERIPHERALBLOOD,MEOX2,13,12,0,25,0.04,False
PERIPHERALBLOOD,HOXA10,8,20,0,28,-0.42857142857142855,False
PERIPHERALBLOOD,VAX1,17,18,0,35,-0.02857142857142857,False
PERIPHERALBLOOD,BARHL2,4,11,0,15,-0.4666666666666667,False
PERIPHERALBLOOD,VAX2,8,16,0,24,-0.3333333333333333,False
PERIPHERALBLOOD,HOXB3,5,14,0,19,-0.47368421052631576,False
PERIPHERALBLOOD,GSC2,9,14,0,23,-0.21739130434782608,False
PERIPHERALBLOOD,MSANTD3,17,16,0,33,0.030303030303030304,False
PERIPHERALBLOOD,TBX5,21,8,0,29,0.4482758620689655,False
PERIPHERALBLOOD,NKX2-4,8,8,0,16,0.0,False
PERIPHERALBLOOD,NR2C1,9,8,0,17,0.058823529411764705,False
PERIPHERALBLOOD,OTX2,5,17,0,22,-0.5454545454545454,False
PERIPHERALBLOOD,BARX2,6,10,0,16,-0.25,False
PERIPHERALBLOOD,ZNF354A,3,11,0,14,-0.5714285714285714,False
PERIPHERALBLOOD,VSX1,5,8,0,13,-0.23076923076923078,False
PERIPHERALBLOOD,MEIS3,13,9,0,22,0.18181818181818182,False
PERIPHERALBLOOD,RBPJ,16,4,0,20,0.6,False
PERIPHERALBLOOD,FOXD3,6,15,0,21,-0.42857142857142855,False
PERIPHERALBLOOD,MXI1,14,11,0,25,0.12,False
PERIPHERALBLOOD,NKX2-8,10,11,0,21,-0.047619047619047616,False
PERIPHERALBLOOD,MEF2A,3,5,0,8,-0.25,False
PERIPHERALBLOOD,POU5F1,4,7,0,11,-0.2727272727272727,False
PERIPHERALBLOOD,SOX9,6,12,0,18,-0.3333333333333333,False
